faltid;lan;kommun;areal_ha;markslag;inventeringsdatum;fastighet;objektrapport_ui;objektrapport_api;lokal_json
F6E-USY;Södermanland;Nyköping;5.03;Bete;2004-09-22;Ringsö 1;https://etjanst.sjv.se/tuvaut/?f=&id=F6E-USY;https://etjanst.sjv.se/hagenpub/rest/base/object/F6E-USY;docs/tuva/sodermanland/objektrapporter/F6E-USY.json
F6F-INF;Södermanland;Eskilstuna;0.5;Restaurerbar;2003-09-01;Stavhäll2;https://etjanst.sjv.se/tuvaut/?f=&id=F6F-INF;https://etjanst.sjv.se/hagenpub/rest/base/object/F6F-INF;docs/tuva/sodermanland/objektrapporter/F6F-INF.json
F70-MLI;Södermanland;Gnesta;8.46;Bete;2003-09-16;Rundbotorp 3;https://etjanst.sjv.se/tuvaut/?f=&id=F70-MLI;https://etjanst.sjv.se/hagenpub/rest/base/object/F70-MLI;docs/tuva/sodermanland/objektrapporter/F70-MLI.json
F71-JTH;Södermanland;Katrineholm;0.67;Bete;2004-08-30;ödesdal 1;https://etjanst.sjv.se/tuvaut/?f=&id=F71-JTH;https://etjanst.sjv.se/hagenpub/rest/base/object/F71-JTH;docs/tuva/sodermanland/objektrapporter/F71-JTH.json
F74-CJU;Södermanland;Gnesta;5.4;Bete;2003-09-10;Blacksta 4, Daglösan;https://etjanst.sjv.se/tuvaut/?f=&id=F74-CJU;https://etjanst.sjv.se/hagenpub/rest/base/object/F74-CJU;docs/tuva/sodermanland/objektrapporter/F74-CJU.json
F75-FYM;Södermanland;Nyköping;3.17;Bete;2002-07-18;Gummersta;https://etjanst.sjv.se/tuvaut/?f=&id=F75-FYM;https://etjanst.sjv.se/hagenpub/rest/base/object/F75-FYM;docs/tuva/sodermanland/objektrapporter/F75-FYM.json
F75-XHV;Södermanland;Flen;1.91;Bete;2004-05-27;Rävsnäs 2;https://etjanst.sjv.se/tuvaut/?f=&id=F75-XHV;https://etjanst.sjv.se/hagenpub/rest/base/object/F75-XHV;docs/tuva/sodermanland/objektrapporter/F75-XHV.json
F76-AAO;Södermanland;Eskilstuna;18.84;Bete;2003-06-16;Träskaten;https://etjanst.sjv.se/tuvaut/?f=&id=F76-AAO;https://etjanst.sjv.se/hagenpub/rest/base/object/F76-AAO;docs/tuva/sodermanland/objektrapporter/F76-AAO.json
F76-XQJ;Södermanland;Katrineholm;8.69;Bete;2002-08-06;Glopphälla;https://etjanst.sjv.se/tuvaut/?f=&id=F76-XQJ;https://etjanst.sjv.se/hagenpub/rest/base/object/F76-XQJ;docs/tuva/sodermanland/objektrapporter/F76-XQJ.json
F79-WSE;Södermanland;Gnesta;0.96;Bete;2004-06-18;Fräkenvassen 5;https://etjanst.sjv.se/tuvaut/?f=&id=F79-WSE;https://etjanst.sjv.se/hagenpub/rest/base/object/F79-WSE;docs/tuva/sodermanland/objektrapporter/F79-WSE.json
F7A-BNQ;Södermanland;Vingåker;0.75;Bete;2018-08-15;Stora Hökhult 2;https://etjanst.sjv.se/tuvaut/?f=&id=F7A-BNQ;https://etjanst.sjv.se/hagenpub/rest/base/object/F7A-BNQ;docs/tuva/sodermanland/objektrapporter/F7A-BNQ.json
F7A-LWW;Södermanland;Katrineholm;2.29;Bete;2004-09-14;askarbol;https://etjanst.sjv.se/tuvaut/?f=&id=F7A-LWW;https://etjanst.sjv.se/hagenpub/rest/base/object/F7A-LWW;docs/tuva/sodermanland/objektrapporter/F7A-LWW.json
F7A-UIK;Södermanland;Nyköping;18.71;Bete;2002-07-19;;https://etjanst.sjv.se/tuvaut/?f=&id=F7A-UIK;https://etjanst.sjv.se/hagenpub/rest/base/object/F7A-UIK;docs/tuva/sodermanland/objektrapporter/F7A-UIK.json
F7A-WHU;Södermanland;Gnesta;1.24;Bete;2004-07-06;Harbro 2;https://etjanst.sjv.se/tuvaut/?f=&id=F7A-WHU;https://etjanst.sjv.se/hagenpub/rest/base/object/F7A-WHU;docs/tuva/sodermanland/objektrapporter/F7A-WHU.json
F7B-XNR;Södermanland;Gnesta;0.42;Bete;2003-09-17;Bondhälla 2;https://etjanst.sjv.se/tuvaut/?f=&id=F7B-XNR;https://etjanst.sjv.se/hagenpub/rest/base/object/F7B-XNR;docs/tuva/sodermanland/objektrapporter/F7B-XNR.json
F7C-GQE;Södermanland;Flen;0.65;Bete;2003-08-01;Staväng 1;https://etjanst.sjv.se/tuvaut/?f=&id=F7C-GQE;https://etjanst.sjv.se/hagenpub/rest/base/object/F7C-GQE;docs/tuva/sodermanland/objektrapporter/F7C-GQE.json
F7C-TLJ;Södermanland;Katrineholm;0.47;Restaurerbar;2004-09-15;sund extra 2;https://etjanst.sjv.se/tuvaut/?f=&id=F7C-TLJ;https://etjanst.sjv.se/hagenpub/rest/base/object/F7C-TLJ;docs/tuva/sodermanland/objektrapporter/F7C-TLJ.json
F7E-CDH;Södermanland;Vingåker;0.32;Bete;2003-08-06;Dal 3;https://etjanst.sjv.se/tuvaut/?f=&id=F7E-CDH;https://etjanst.sjv.se/hagenpub/rest/base/object/F7E-CDH;docs/tuva/sodermanland/objektrapporter/F7E-CDH.json
F7F-SMF;Södermanland;Nyköping;5.45;Bete;2002-07-06;;https://etjanst.sjv.se/tuvaut/?f=&id=F7F-SMF;https://etjanst.sjv.se/hagenpub/rest/base/object/F7F-SMF;docs/tuva/sodermanland/objektrapporter/F7F-SMF.json
F82-900;Södermanland;Nyköping;1.36;Bete;2002-07-02;Stora Älghammar;https://etjanst.sjv.se/tuvaut/?f=&id=F82-900;https://etjanst.sjv.se/hagenpub/rest/base/object/F82-900;docs/tuva/sodermanland/objektrapporter/F82-900.json
F82-ONK;Södermanland;Katrineholm;5.49;Bete;2003-05-22;Fagertorp;https://etjanst.sjv.se/tuvaut/?f=&id=F82-ONK;https://etjanst.sjv.se/hagenpub/rest/base/object/F82-ONK;docs/tuva/sodermanland/objektrapporter/F82-ONK.json
F82-YWQ;Södermanland;Katrineholm;8.53;Bete;2002-07-09;Kårtorp 1;https://etjanst.sjv.se/tuvaut/?f=&id=F82-YWQ;https://etjanst.sjv.se/hagenpub/rest/base/object/F82-YWQ;docs/tuva/sodermanland/objektrapporter/F82-YWQ.json
F83-INE;Södermanland;Katrineholm;5.1;Bete;2002-07-10;;https://etjanst.sjv.se/tuvaut/?f=&id=F83-INE;https://etjanst.sjv.se/hagenpub/rest/base/object/F83-INE;docs/tuva/sodermanland/objektrapporter/F83-INE.json
F87-IPO;Södermanland;Katrineholm;5.1;Bete;2003-07-11;;https://etjanst.sjv.se/tuvaut/?f=&id=F87-IPO;https://etjanst.sjv.se/hagenpub/rest/base/object/F87-IPO;docs/tuva/sodermanland/objektrapporter/F87-IPO.json
F87-SWC;Södermanland;Nyköping;1.75;Restaurerbar;2002-07-19;;https://etjanst.sjv.se/tuvaut/?f=&id=F87-SWC;https://etjanst.sjv.se/hagenpub/rest/base/object/F87-SWC;docs/tuva/sodermanland/objektrapporter/F87-SWC.json
F8C-C80D;Södermanland;Nyköping;4.79;Bete;2002-07-03;Nynäs;https://etjanst.sjv.se/tuvaut/?f=&id=F8C-C80D;https://etjanst.sjv.se/hagenpub/rest/base/object/F8C-C80D;docs/tuva/sodermanland/objektrapporter/F8C-C80D.json
F8F-200;Södermanland;Strängnäs;6.69;Bete;2002-06-04;Algö1;https://etjanst.sjv.se/tuvaut/?f=&id=F8F-200;https://etjanst.sjv.se/hagenpub/rest/base/object/F8F-200;docs/tuva/sodermanland/objektrapporter/F8F-200.json
F8F-EMN;Södermanland;Flen;16.92;Bete;2004-06-03;Sörby 2;https://etjanst.sjv.se/tuvaut/?f=&id=F8F-EMN;https://etjanst.sjv.se/hagenpub/rest/base/object/F8F-EMN;docs/tuva/sodermanland/objektrapporter/F8F-EMN.json
F8F-TSP;Södermanland;Gnesta;4.98;Bete;2003-09-29;Norrby 2;https://etjanst.sjv.se/tuvaut/?f=&id=F8F-TSP;https://etjanst.sjv.se/hagenpub/rest/base/object/F8F-TSP;docs/tuva/sodermanland/objektrapporter/F8F-TSP.json
F91-E80;Södermanland;Strängnäs;1.82;Bete;2002-05-27;Nällsta2;https://etjanst.sjv.se/tuvaut/?f=&id=F91-E80;https://etjanst.sjv.se/hagenpub/rest/base/object/F91-E80;docs/tuva/sodermanland/objektrapporter/F91-E80.json
F94-GMO;Södermanland;Katrineholm;1.16;Bete;2003-06-05;Stora Hökhult 1;https://etjanst.sjv.se/tuvaut/?f=&id=F94-GMO;https://etjanst.sjv.se/hagenpub/rest/base/object/F94-GMO;docs/tuva/sodermanland/objektrapporter/F94-GMO.json
F94-UAB;Södermanland;Eskilstuna;6.26;Bete;2002-08-12;Hammarby1;https://etjanst.sjv.se/tuvaut/?f=&id=F94-UAB;https://etjanst.sjv.se/hagenpub/rest/base/object/F94-UAB;docs/tuva/sodermanland/objektrapporter/F94-UAB.json
F94-WGD;Södermanland;Eskilstuna;2.11;Bete;2003-07-30;Örsta3;https://etjanst.sjv.se/tuvaut/?f=&id=F94-WGD;https://etjanst.sjv.se/hagenpub/rest/base/object/F94-WGD;docs/tuva/sodermanland/objektrapporter/F94-WGD.json
F96-IEW;Södermanland;Vingåker;0.73;Bete;2003-08-05;;https://etjanst.sjv.se/tuvaut/?f=&id=F96-IEW;https://etjanst.sjv.se/hagenpub/rest/base/object/F96-IEW;docs/tuva/sodermanland/objektrapporter/F96-IEW.json
F99-XED;Södermanland;Flen;2.18;Bete;2003-07-31;;https://etjanst.sjv.se/tuvaut/?f=&id=F99-XED;https://etjanst.sjv.se/hagenpub/rest/base/object/F99-XED;docs/tuva/sodermanland/objektrapporter/F99-XED.json
F99-XIM;Södermanland;Flen;1.28;Bete;2004-08-04;Brolöten 3;https://etjanst.sjv.se/tuvaut/?f=&id=F99-XIM;https://etjanst.sjv.se/hagenpub/rest/base/object/F99-XIM;docs/tuva/sodermanland/objektrapporter/F99-XIM.json
F9A-UYG;Södermanland;Gnesta;0.89;Bete;2004-06-03;Yttervala;https://etjanst.sjv.se/tuvaut/?f=&id=F9A-UYG;https://etjanst.sjv.se/hagenpub/rest/base/object/F9A-UYG;docs/tuva/sodermanland/objektrapporter/F9A-UYG.json
F9A-YWW;Södermanland;Vingåker;4.39;Bete;2003-08-07;Billsbro 1;https://etjanst.sjv.se/tuvaut/?f=&id=F9A-YWW;https://etjanst.sjv.se/hagenpub/rest/base/object/F9A-YWW;docs/tuva/sodermanland/objektrapporter/F9A-YWW.json
F9B-LYB;Södermanland;Flen;2.31;Bete;2003-09-26;Bjursätter 1;https://etjanst.sjv.se/tuvaut/?f=&id=F9B-LYB;https://etjanst.sjv.se/hagenpub/rest/base/object/F9B-LYB;docs/tuva/sodermanland/objektrapporter/F9B-LYB.json
F9B-PIB;Södermanland;Nyköping;0.74;Bete;2004-08-24;Prästebol 2;https://etjanst.sjv.se/tuvaut/?f=&id=F9B-PIB;https://etjanst.sjv.se/hagenpub/rest/base/object/F9B-PIB;docs/tuva/sodermanland/objektrapporter/F9B-PIB.json
F9B-TIJ;Södermanland;Vingåker;0.88;Bete;2003-08-04;Ärnebäck 2;https://etjanst.sjv.se/tuvaut/?f=&id=F9B-TIJ;https://etjanst.sjv.se/hagenpub/rest/base/object/F9B-TIJ;docs/tuva/sodermanland/objektrapporter/F9B-TIJ.json
FA1-900;Södermanland;Nyköping;2.84;Bete;2002-07-03;Överbo;https://etjanst.sjv.se/tuvaut/?f=&id=FA1-900;https://etjanst.sjv.se/hagenpub/rest/base/object/FA1-900;docs/tuva/sodermanland/objektrapporter/FA1-900.json
FA4-IYV;Södermanland;Eskilstuna;2.76;Bete;2003-07-25;Hållsta;https://etjanst.sjv.se/tuvaut/?f=&id=FA4-IYV;https://etjanst.sjv.se/hagenpub/rest/base/object/FA4-IYV;docs/tuva/sodermanland/objektrapporter/FA4-IYV.json
FA4-KJM;Södermanland;Eskilstuna;6.49;Bete;2003-05-20;Lövnäs;https://etjanst.sjv.se/tuvaut/?f=&id=FA4-KJM;https://etjanst.sjv.se/hagenpub/rest/base/object/FA4-KJM;docs/tuva/sodermanland/objektrapporter/FA4-KJM.json
FA5-500;Södermanland;Nyköping;20.12;Restaurerbar;2002-07-04;Segersta, Måstena;https://etjanst.sjv.se/tuvaut/?f=&id=FA5-500;https://etjanst.sjv.se/hagenpub/rest/base/object/FA5-500;docs/tuva/sodermanland/objektrapporter/FA5-500.json
FA6-980;Södermanland;Katrineholm;0.43;Bete;2002-06-24;Strångbäcken 1;https://etjanst.sjv.se/tuvaut/?f=&id=FA6-980;https://etjanst.sjv.se/hagenpub/rest/base/object/FA6-980;docs/tuva/sodermanland/objektrapporter/FA6-980.json
FA8-200;Södermanland;Trosa;5.88;Bete;2026-08-12;Tofsö;https://etjanst.sjv.se/tuvaut/?f=&id=FA8-200;https://etjanst.sjv.se/hagenpub/rest/base/object/FA8-200;docs/tuva/sodermanland/objektrapporter/FA8-200.json
FAC-EES;Södermanland;Eskilstuna;2.47;Bete;2002-08-08;Åsby säteri;https://etjanst.sjv.se/tuvaut/?f=&id=FAC-EES;https://etjanst.sjv.se/hagenpub/rest/base/object/FAC-EES;docs/tuva/sodermanland/objektrapporter/FAC-EES.json
FAD-B80;Södermanland;Nyköping;2.32;Bete;2002-06-26;Gärdesta;https://etjanst.sjv.se/tuvaut/?f=&id=FAD-B80;https://etjanst.sjv.se/hagenpub/rest/base/object/FAD-B80;docs/tuva/sodermanland/objektrapporter/FAD-B80.json
FAE-700;Södermanland;Katrineholm;4.29;Bete;2026-07-08;Tåkenön 2;https://etjanst.sjv.se/tuvaut/?f=&id=FAE-700;https://etjanst.sjv.se/hagenpub/rest/base/object/FAE-700;docs/tuva/sodermanland/objektrapporter/FAE-700.json
FAE-NID;Södermanland;Gnesta;1.67;Bete;2003-08-25;Hässelby 1;https://etjanst.sjv.se/tuvaut/?f=&id=FAE-NID;https://etjanst.sjv.se/hagenpub/rest/base/object/FAE-NID;docs/tuva/sodermanland/objektrapporter/FAE-NID.json
FAF-OIB;Södermanland;Strängnäs;4.48;Restaurerbar;2002-07-10;Hesselbyholm2;https://etjanst.sjv.se/tuvaut/?f=&id=FAF-OIB;https://etjanst.sjv.se/hagenpub/rest/base/object/FAF-OIB;docs/tuva/sodermanland/objektrapporter/FAF-OIB.json
FAY-JEW;Södermanland;Nyköping;3.8;Bete;2023-05-26;Arnö;https://etjanst.sjv.se/tuvaut/?f=&id=FAY-JEW;https://etjanst.sjv.se/hagenpub/rest/base/object/FAY-JEW;docs/tuva/sodermanland/objektrapporter/FAY-JEW.json
FB1-LPK;Södermanland;Eskilstuna;5.31;Bete;2003-08-28;Husby1;https://etjanst.sjv.se/tuvaut/?f=&id=FB1-LPK;https://etjanst.sjv.se/hagenpub/rest/base/object/FB1-LPK;docs/tuva/sodermanland/objektrapporter/FB1-LPK.json
FB1-VMV;Södermanland;Gnesta;3.48;Bete;2004-06-09;Säby 1;https://etjanst.sjv.se/tuvaut/?f=&id=FB1-VMV;https://etjanst.sjv.se/hagenpub/rest/base/object/FB1-VMV;docs/tuva/sodermanland/objektrapporter/FB1-VMV.json
FB4-780;Södermanland;Strängnäs;2.82;Bete;2002-07-02;Hannemyra2;https://etjanst.sjv.se/tuvaut/?f=&id=FB4-780;https://etjanst.sjv.se/hagenpub/rest/base/object/FB4-780;docs/tuva/sodermanland/objektrapporter/FB4-780.json
FB4-LNP;Södermanland;Flen;2.26;Ej aktuell;2004-06-17;Näsby 2;https://etjanst.sjv.se/tuvaut/?f=&id=FB4-LNP;https://etjanst.sjv.se/hagenpub/rest/base/object/FB4-LNP;docs/tuva/sodermanland/objektrapporter/FB4-LNP.json
FB4-XOX;Södermanland;Eskilstuna;0.78;Bete;2003-07-29;Rossviks säteri5;https://etjanst.sjv.se/tuvaut/?f=&id=FB4-XOX;https://etjanst.sjv.se/hagenpub/rest/base/object/FB4-XOX;docs/tuva/sodermanland/objektrapporter/FB4-XOX.json
FB6-BIN;Södermanland;Flen;0.4;Bete;2003-08-01;Staväng 2;https://etjanst.sjv.se/tuvaut/?f=&id=FB6-BIN;https://etjanst.sjv.se/hagenpub/rest/base/object/FB6-BIN;docs/tuva/sodermanland/objektrapporter/FB6-BIN.json
FB7-LTC;Södermanland;Nyköping;0.27;Bete;2002-07-07;Skogsby;https://etjanst.sjv.se/tuvaut/?f=&id=FB7-LTC;https://etjanst.sjv.se/hagenpub/rest/base/object/FB7-LTC;docs/tuva/sodermanland/objektrapporter/FB7-LTC.json
FB7-OWD;Södermanland;Katrineholm;16.82;Bete;2004-06-17;brebol 6;https://etjanst.sjv.se/tuvaut/?f=&id=FB7-OWD;https://etjanst.sjv.se/hagenpub/rest/base/object/FB7-OWD;docs/tuva/sodermanland/objektrapporter/FB7-OWD.json
FB7-QCR;Södermanland;Nyköping;2.23;Restaurerbar;2002-07-20;;https://etjanst.sjv.se/tuvaut/?f=&id=FB7-QCR;https://etjanst.sjv.se/hagenpub/rest/base/object/FB7-QCR;docs/tuva/sodermanland/objektrapporter/FB7-QCR.json
FB7-RFW;Södermanland;Strängnäs;1.1;Bete;2002-07-31;Stora Datorp;https://etjanst.sjv.se/tuvaut/?f=&id=FB7-RFW;https://etjanst.sjv.se/hagenpub/rest/base/object/FB7-RFW;docs/tuva/sodermanland/objektrapporter/FB7-RFW.json
FB9-MOJ;Södermanland;Nyköping;2.7;Bete;2026-06-11;Kryckeläng;https://etjanst.sjv.se/tuvaut/?f=&id=FB9-MOJ;https://etjanst.sjv.se/hagenpub/rest/base/object/FB9-MOJ;docs/tuva/sodermanland/objektrapporter/FB9-MOJ.json
FBC-980;Södermanland;Nyköping;7.18;Bete;2002-06-09;;https://etjanst.sjv.se/tuvaut/?f=&id=FBC-980;https://etjanst.sjv.se/hagenpub/rest/base/object/FBC-980;docs/tuva/sodermanland/objektrapporter/FBC-980.json
FBC-EGT;Södermanland;Strängnäs;3.68;Bete;2002-07-18;Stora Askrännilen2;https://etjanst.sjv.se/tuvaut/?f=&id=FBC-EGT;https://etjanst.sjv.se/hagenpub/rest/base/object/FBC-EGT;docs/tuva/sodermanland/objektrapporter/FBC-EGT.json
FBE-SMM;Södermanland;Flen;4.38;Bete;2004-06-29;Jälund 1;https://etjanst.sjv.se/tuvaut/?f=&id=FBE-SMM;https://etjanst.sjv.se/hagenpub/rest/base/object/FBE-SMM;docs/tuva/sodermanland/objektrapporter/FBE-SMM.json
FBE-WMY;Södermanland;Nyköping;16.77;Bete;2002-07-12;Snäcktorp;https://etjanst.sjv.se/tuvaut/?f=&id=FBE-WMY;https://etjanst.sjv.se/hagenpub/rest/base/object/FBE-WMY;docs/tuva/sodermanland/objektrapporter/FBE-WMY.json
FC0-PVW;Södermanland;Flen;59.73;Bete;2004-06-15;Näsby mfl;https://etjanst.sjv.se/tuvaut/?f=&id=FC0-PVW;https://etjanst.sjv.se/hagenpub/rest/base/object/FC0-PVW;docs/tuva/sodermanland/objektrapporter/FC0-PVW.json
FC1-UYG;Södermanland;Katrineholm;2.01;Bete;2003-09-06;;https://etjanst.sjv.se/tuvaut/?f=&id=FC1-UYG;https://etjanst.sjv.se/hagenpub/rest/base/object/FC1-UYG;docs/tuva/sodermanland/objektrapporter/FC1-UYG.json
FC4-QRW;Södermanland;Katrineholm;4.26;Bete;2004-06-17;brebol 7;https://etjanst.sjv.se/tuvaut/?f=&id=FC4-QRW;https://etjanst.sjv.se/hagenpub/rest/base/object/FC4-QRW;docs/tuva/sodermanland/objektrapporter/FC4-QRW.json
FC6-IHS;Södermanland;Gnesta;1.41;Bete;2004-06-07;Gröndal 3;https://etjanst.sjv.se/tuvaut/?f=&id=FC6-IHS;https://etjanst.sjv.se/hagenpub/rest/base/object/FC6-IHS;docs/tuva/sodermanland/objektrapporter/FC6-IHS.json
FC9-SBF;Södermanland;Eskilstuna;17.86;Bete;2003-07-24;Kinglöt;https://etjanst.sjv.se/tuvaut/?f=&id=FC9-SBF;https://etjanst.sjv.se/hagenpub/rest/base/object/FC9-SBF;docs/tuva/sodermanland/objektrapporter/FC9-SBF.json
FCA-FPM;Södermanland;Flen;0.9;Bete;2003-09-19;Stav 3;https://etjanst.sjv.se/tuvaut/?f=&id=FCA-FPM;https://etjanst.sjv.se/hagenpub/rest/base/object/FCA-FPM;docs/tuva/sodermanland/objektrapporter/FCA-FPM.json
FCE-ETI;Södermanland;Katrineholm;1.56;Bete;2004-06-21;gustafsvik 5;https://etjanst.sjv.se/tuvaut/?f=&id=FCE-ETI;https://etjanst.sjv.se/hagenpub/rest/base/object/FCE-ETI;docs/tuva/sodermanland/objektrapporter/FCE-ETI.json
FCE-QLG;Södermanland;Katrineholm;1.16;Bete;2002-08-14;Kårmossen 2;https://etjanst.sjv.se/tuvaut/?f=&id=FCE-QLG;https://etjanst.sjv.se/hagenpub/rest/base/object/FCE-QLG;docs/tuva/sodermanland/objektrapporter/FCE-QLG.json
FCU-CYG;Södermanland;Eskilstuna;0.13;Bete;2019-09-13;Hedensö 1;https://etjanst.sjv.se/tuvaut/?f=&id=FCU-CYG;https://etjanst.sjv.se/hagenpub/rest/base/object/FCU-CYG;docs/tuva/sodermanland/objektrapporter/FCU-CYG.json
FD1-600;Södermanland;Eskilstuna;9.0;Bete;2002-05-13;Täby1;https://etjanst.sjv.se/tuvaut/?f=&id=FD1-600;https://etjanst.sjv.se/hagenpub/rest/base/object/FD1-600;docs/tuva/sodermanland/objektrapporter/FD1-600.json
FD2-680;Södermanland;Nyköping;0.18;Bete;2002-06-29;Daltorp;https://etjanst.sjv.se/tuvaut/?f=&id=FD2-680;https://etjanst.sjv.se/hagenpub/rest/base/object/FD2-680;docs/tuva/sodermanland/objektrapporter/FD2-680.json
FD5-RXY;Södermanland;Eskilstuna;0.61;Bete;2003-07-30;Balsta1;https://etjanst.sjv.se/tuvaut/?f=&id=FD5-RXY;https://etjanst.sjv.se/hagenpub/rest/base/object/FD5-RXY;docs/tuva/sodermanland/objektrapporter/FD5-RXY.json
FD6-MMU;Södermanland;Nyköping;16.14;Äng;2002-07-19;;https://etjanst.sjv.se/tuvaut/?f=&id=FD6-MMU;https://etjanst.sjv.se/hagenpub/rest/base/object/FD6-MMU;docs/tuva/sodermanland/objektrapporter/FD6-MMU.json
FD6-PGA;Södermanland;Gnesta;1.34;Restaurerbar;2004-06-04;Kolke 2;https://etjanst.sjv.se/tuvaut/?f=&id=FD6-PGA;https://etjanst.sjv.se/hagenpub/rest/base/object/FD6-PGA;docs/tuva/sodermanland/objektrapporter/FD6-PGA.json
FD7-900;Södermanland;Nyköping;11.15;Bete;2002-05-06;;https://etjanst.sjv.se/tuvaut/?f=&id=FD7-900;https://etjanst.sjv.se/hagenpub/rest/base/object/FD7-900;docs/tuva/sodermanland/objektrapporter/FD7-900.json
FD7-B00;Södermanland;Katrineholm;2.62;Bete;2002-06-03;Sjögetorp 2;https://etjanst.sjv.se/tuvaut/?f=&id=FD7-B00;https://etjanst.sjv.se/hagenpub/rest/base/object/FD7-B00;docs/tuva/sodermanland/objektrapporter/FD7-B00.json
FD7-B80;Södermanland;Strängnäs;8.9;Bete;2002-07-01;Bergshammar1;https://etjanst.sjv.se/tuvaut/?f=&id=FD7-B80;https://etjanst.sjv.se/hagenpub/rest/base/object/FD7-B80;docs/tuva/sodermanland/objektrapporter/FD7-B80.json
FD9-F00;Södermanland;Trosa;2.2;Bete;2002-05-05;;https://etjanst.sjv.se/tuvaut/?f=&id=FD9-F00;https://etjanst.sjv.se/hagenpub/rest/base/object/FD9-F00;docs/tuva/sodermanland/objektrapporter/FD9-F00.json
FD9-KLP;Södermanland;Eskilstuna;5.34;Restaurerbar;2003-07-15;Mågla2;https://etjanst.sjv.se/tuvaut/?f=&id=FD9-KLP;https://etjanst.sjv.se/hagenpub/rest/base/object/FD9-KLP;docs/tuva/sodermanland/objektrapporter/FD9-KLP.json
FDC-NSP;Södermanland;Flen;1.04;Ej aktuell;2004-07-28;Sörby 2;https://etjanst.sjv.se/tuvaut/?f=&id=FDC-NSP;https://etjanst.sjv.se/hagenpub/rest/base/object/FDC-NSP;docs/tuva/sodermanland/objektrapporter/FDC-NSP.json
FDD-HRG;Södermanland;Eskilstuna;9.5;Bete;2003-07-23;Åby;https://etjanst.sjv.se/tuvaut/?f=&id=FDD-HRG;https://etjanst.sjv.se/hagenpub/rest/base/object/FDD-HRG;docs/tuva/sodermanland/objektrapporter/FDD-HRG.json
FDD-YIL;Södermanland;Nyköping;5.13;Restaurerbar;2002-08-15;Grytmar;https://etjanst.sjv.se/tuvaut/?f=&id=FDD-YIL;https://etjanst.sjv.se/hagenpub/rest/base/object/FDD-YIL;docs/tuva/sodermanland/objektrapporter/FDD-YIL.json
FDT-KZF;Södermanland;Flen;10.19;Bete;2008-09-12;Stenhammar1;https://etjanst.sjv.se/tuvaut/?f=&id=FDT-KZF;https://etjanst.sjv.se/hagenpub/rest/base/object/FDT-KZF;docs/tuva/sodermanland/objektrapporter/FDT-KZF.json
FDV-ASB;Södermanland;Gnesta;1.2;Bete;2019-06-25;Björnlunda-Jakobsberg 1;https://etjanst.sjv.se/tuvaut/?f=&id=FDV-ASB;https://etjanst.sjv.se/hagenpub/rest/base/object/FDV-ASB;docs/tuva/sodermanland/objektrapporter/FDV-ASB.json
FE1-OLV;Södermanland;Strängnäs;2.83;Bete;2004-08-23;Åbykvarn 1;https://etjanst.sjv.se/tuvaut/?f=&id=FE1-OLV;https://etjanst.sjv.se/hagenpub/rest/base/object/FE1-OLV;docs/tuva/sodermanland/objektrapporter/FE1-OLV.json
FE2-300;Södermanland;Katrineholm;2.9;Bete;2002-07-04;Olofstorp 2;https://etjanst.sjv.se/tuvaut/?f=&id=FE2-300;https://etjanst.sjv.se/hagenpub/rest/base/object/FE2-300;docs/tuva/sodermanland/objektrapporter/FE2-300.json
FE4-OSA;Södermanland;Nyköping;4.95;Bete;2002-09-04;Runtuna, Sörby;https://etjanst.sjv.se/tuvaut/?f=&id=FE4-OSA;https://etjanst.sjv.se/hagenpub/rest/base/object/FE4-OSA;docs/tuva/sodermanland/objektrapporter/FE4-OSA.json
FE5-QOI;Södermanland;Eskilstuna;5.55;Bete;2004-08-17;Ekorneberg 2;https://etjanst.sjv.se/tuvaut/?f=&id=FE5-QOI;https://etjanst.sjv.se/hagenpub/rest/base/object/FE5-QOI;docs/tuva/sodermanland/objektrapporter/FE5-QOI.json
FE6-F80;Södermanland;Strängnäs;9.78;Bete;2002-05-31;Rönnbacken;https://etjanst.sjv.se/tuvaut/?f=&id=FE6-F80;https://etjanst.sjv.se/hagenpub/rest/base/object/FE6-F80;docs/tuva/sodermanland/objektrapporter/FE6-F80.json
FE6-UTQ;Södermanland;Eskilstuna;6.01;Bete;2002-09-09;Klippbergen;https://etjanst.sjv.se/tuvaut/?f=&id=FE6-UTQ;https://etjanst.sjv.se/hagenpub/rest/base/object/FE6-UTQ;docs/tuva/sodermanland/objektrapporter/FE6-UTQ.json
FE8-100;Södermanland;Nyköping;2.97;Bete;2023-08-07;Ärsta;https://etjanst.sjv.se/tuvaut/?f=&id=FE8-100;https://etjanst.sjv.se/hagenpub/rest/base/object/FE8-100;docs/tuva/sodermanland/objektrapporter/FE8-100.json
FE8-XBC;Södermanland;Flen;19.76;Bete;2004-07-22;harpsund 6;https://etjanst.sjv.se/tuvaut/?f=&id=FE8-XBC;https://etjanst.sjv.se/hagenpub/rest/base/object/FE8-XBC;docs/tuva/sodermanland/objektrapporter/FE8-XBC.json
FEC-FAW;Södermanland;Nyköping;0.96;Bete;2003-05-27;Hällen 1;https://etjanst.sjv.se/tuvaut/?f=&id=FEC-FAW;https://etjanst.sjv.se/hagenpub/rest/base/object/FEC-FAW;docs/tuva/sodermanland/objektrapporter/FEC-FAW.json
